order,structure_ID,lowered_ID,structure_id_path,very_general_region,general_region,full_structure_name,collapsed_region_name,abbreviation,collapsed_region,other_abbreviation,other_abbreviation_defined,layer,sunburst,R,G,B
672,661,651,/997/8/343/1065/354/370/661/,Medulla,"Medulla, motor related",Facial motor nucleus,Facial motor nucleus,VII,VII,,,,"VII: rgb(255,179,214)",255,179,214
673,576,566,/997/8/343/1065/354/370/576/,Medulla,"Medulla, motor related",Accessory facial motor nucleus,Accessory facial motor nucleus,ACVII,ACVII,,,,"ACVII: rgb(253,176,217)",253,176,217
674,135,#N/A,/997/8/343/1065/354/370/135/,Medulla,"Medulla, motor related",Nucleus ambiguus,Nucleus ambiguus,AMB,AMB,,,,"AMB: rgb(254,179,217)",254,179,217
675,939,929,/997/8/343/1065/354/370/135/939/,Medulla,"Medulla, motor related","Nucleus ambiguus, dorsal division",Nucleus ambiguus,AMBd,AMB,d,dorsal,,"AMBd: rgb(254,179,214)",254,179,214
676,143,138,/997/8/343/1065/354/370/135/143/,Medulla,"Medulla, motor related","Nucleus ambiguus, ventral division",Nucleus ambiguus,AMBv,AMB,v,ventral,,"AMBv: rgb(254,179,216)",254,179,216
677,839,829,/997/8/343/1065/354/370/839/,Medulla,"Medulla, motor related",Dorsal motor nucleus of the vagus nerve,Dorsal motor nucleus of the vagus nerve,DMX,DMX,,,,"DMX: rgb(253,177,216)",253,177,216
678,1048,1037,/997/8/343/1065/354/370/1048/,Medulla,"Medulla, motor related",Gigantocellular reticular nucleus,Gigantocellular reticular nucleus,GRN,GRN,,,,"GRN: rgb(254,176,216)",254,176,216
679,372,362,/997/8/343/1065/354/370/372/,Medulla,"Medulla, motor related",Infracerebellar nucleus,Infracerebellar nucleus,ICB,ICB,,,,"ICB: rgb(254,177,216)",254,177,216
680,83,78,/997/8/343/1065/354/370/83/,Medulla,"Medulla, motor related",Inferior olivary complex,Inferior olivary complex,IO,IO,,,,"IO: rgb(255,179,216)",255,179,216
681,136,131,/997/8/343/1065/354/370/136/,Medulla,"Medulla, motor related",Intermediate reticular nucleus,Intermediate reticular nucleus,IRN,IRN,,,,"IRN: rgb(255,178,216)",255,178,216
682,106,101,/997/8/343/1065/354/370/106/,Medulla,"Medulla, motor related",Inferior salivatory nucleus,Inferior salivatory nucleus,ISN,ISN,,,,"ISN: rgb(255,178,217)",255,178,217
683,203,196,/997/8/343/1065/354/370/203/,Medulla,"Medulla, motor related",Linear nucleus of the medulla,Linear nucleus of the medulla,LIN,LIN,,,,"LIN: rgb(255,177,216)",255,177,216
684,235,#N/A,/997/8/343/1065/354/370/235/,Medulla,"Medulla, motor related",Lateral reticular nucleus,Lateral reticular nucleus,LRN,LRN,,,,"LRN: rgb(253,179,216)",253,179,216
685,955,945,/997/8/343/1065/354/370/235/955/,Medulla,"Medulla, motor related","Lateral reticular nucleus, magnocellular part",Lateral reticular nucleus,LRNm,LRN,m,magnocellular,,"LRNm: rgb(252,179,215)",252,179,215
686,963,953,/997/8/343/1065/354/370/235/963/,Medulla,"Medulla, motor related","Lateral reticular nucleus, parvicellular part",Lateral reticular nucleus,LRNp,LRN,p,parvicellular,,"LRNp: rgb(254,176,217)",254,176,217
687,307,297,/997/8/343/1065/354/370/307/,Medulla,"Medulla, motor related",Magnocellular reticular nucleus,Magnocellular reticular nucleus,MARN,MARN,,,,"MARN: rgb(253,178,217)",253,178,217
688,395,#N/A,/997/8/343/1065/354/370/395/,Medulla,"Medulla, motor related",Medullary reticular nucleus,Medullary reticular nucleus,MDRN,MDRN,,,,"MDRN: rgb(253,178,216)",253,178,216
689,1098,1087,/997/8/343/1065/354/370/395/1098/,Medulla,"Medulla, motor related","Medullary reticular nucleus, dorsal part",Medullary reticular nucleus,MDRNd,MDRN,d,dorsal,,"MDRNd: rgb(253,177,215)",253,177,215
690,1107,1096,/997/8/343/1065/354/370/395/1107/,Medulla,"Medulla, motor related","Medullary reticular nucleus, ventral part",Medullary reticular nucleus,MDRNv,MDRN,v,ventral,,"MDRNv: rgb(255,177,214)",255,177,214
691,852,842,/997/8/343/1065/354/370/852/,Medulla,"Medulla, motor related",Parvicellular reticular nucleus,Parvicellular reticular nucleus,PARN,PARN,,,,"PARN: rgb(252,179,217)",252,179,217
692,859,849,/997/8/343/1065/354/370/859/,Medulla,"Medulla, motor related",Parasolitary nucleus,Parasolitary nucleus,PAS,PAS,,,,"PAS: rgb(255,178,214)",255,178,214
693,938,#N/A,/997/8/343/1065/354/370/938/,Medulla,"Medulla, motor related",Paragigantocellular reticular nucleus,Paragigantocellular reticular nucleus,PGRN,PGRN,,,,"PGRN: rgb(255,176,216)",255,176,216
694,970,960,/997/8/343/1065/354/370/938/970/,Medulla,"Medulla, motor related","Paragigantocellular reticular nucleus, dorsal part",Paragigantocellular reticular nucleus,PGRNd,PGRN,d,dorsal,,"PGRNd: rgb(252,179,216)",252,179,216
695,978,968,/997/8/343/1065/354/370/938/978/,Medulla,"Medulla, motor related","Paragigantocellular reticular nucleus, lateral part",Paragigantocellular reticular nucleus,PGRNl,PGRN,l,lateral,,"PGRNl: rgb(252,178,217)",252,178,217
696,154,#N/A,/997/8/343/1065/354/370/154/,Medulla,"Medulla, motor related",Perihypoglossal nuclei,Perihypoglossal nuclei,PHY,PHY,,,,"PHY: rgb(254,178,217)",254,178,217
697,177,170,/997/8/343/1065/354/370/154/177/,Medulla,"Medulla, motor related",Nucleus of Roller,Nucleus of Roller,NR,NR,,,,"NR: rgb(255,177,217)",255,177,217
698,169,164,/997/8/343/1065/354/370/154/169/,Medulla,"Medulla, motor related",Nucleus prepositus,Nucleus prepositus,PRP,PRP,,,,"PRP: rgb(255,179,215)",255,179,215
699,1069,1058,/997/8/343/1065/354/370/1069/,Medulla,"Medulla, motor related",Parapyramidal nucleus,Parapyramidal nucleus,PPY,PPY,,,,"PPY: rgb(252,178,216)",252,178,216
700,701,#N/A,/997/8/343/1065/354/370/701/,Medulla,"Medulla, motor related",Vestibular nuclei,Vestibular nuclei,VNC,VNC,,,,"VNC: rgb(252,177,217)",252,177,217
701,209,202,/997/8/343/1065/354/370/701/209/,Medulla,"Medulla, motor related",Lateral vestibular nucleus,Lateral vestibular nucleus,LAV,LAV,,,,"LAV: rgb(254,179,215)",254,179,215
702,202,195,/997/8/343/1065/354/370/701/202/,Medulla,"Medulla, motor related",Medial vestibular nucleus,Medial vestibular nucleus,MV,MV,,,,"MV: rgb(255,176,215)",255,176,215
703,225,218,/997/8/343/1065/354/370/701/225/,Medulla,"Medulla, motor related",Spinal vestibular nucleus,Spinal vestibular nucleus,SPIV,SPIV,,,,"SPIV: rgb(254,177,217)",254,177,217
704,217,210,/997/8/343/1065/354/370/701/217/,Medulla,"Medulla, motor related",Superior vestibular nucleus,Superior vestibular nucleus,SUV,SUV,,,,"SUV: rgb(253,179,214)",253,179,214
705,765,755,/997/8/343/1065/354/370/765/,Medulla,"Medulla, motor related",Nucleus x,Nucleus x,x,x,,,,"x: rgb(255,176,217)",255,176,217
706,773,763,/997/8/343/1065/354/370/773/,Medulla,"Medulla, motor related",Hypoglossal nucleus,Hypoglossal nucleus,XII,XII,,,,"XII: rgb(254,177,215)",254,177,215
707,781,771,/997/8/343/1065/354/370/781/,Medulla,"Medulla, motor related",Nucleus y,Nucleus y,y,y,,,,"y: rgb(253,178,215)",253,178,215
708,379,#N/A,/997/8/343/1065/354/379/,Medulla,"Medulla, behavioral state related","Medulla, behavioral state related",Medulla,MY-sat,MY,sat,behavioral state related,,"MY-sat: rgb(255,198,225)",255,198,225
709,206,199,/997/8/343/1065/354/379/206/,Medulla,"Medulla, behavioral state related",Nucleus raphe magnus,Nucleus raphe magnus,RM,RM,,,,"RM: rgb(255,197,226)",255,197,226
710,230,223,/997/8/343/1065/354/379/230/,Medulla,"Medulla, behavioral state related",Nucleus raphe pallidus,Nucleus raphe pallidus,RPA,RPA,,,,"RPA: rgb(255,198,226)",255,198,226
711,222,215,/997/8/343/1065/354/379/222/,Medulla,"Medulla, behavioral state related",Nucleus raphe obscurus,Nucleus raphe obscurus,RO,RO,,,,"RO: rgb(254,198,226)",254,198,226
712,512,502,/997/8/512/,Cerebellum,Cerebellum,Cerebellum,Cerebellum,CB,CB,,,,"CB: rgb(240,240,128)",240,240,128
713,528,#N/A,/997/8/512/528/,Cerebellum,Cerebellar cortex,Cerebellar cortex,Cerebellar cortex,CBX,CBX,,,,"CBX: rgb(240,239,128)",240,239,128
714,645,#N/A,/997/8/512/528/645/,Cerebellum,Cerebellar cortex,Vermal regions,Vermal regions,VERM,VERM,,,,"VERM: rgb(255,250,145)",255,250,145
715,912,902,/997/8/512/528/645/912/,Cerebellum,Cerebellar cortex,Lingula (I),Lingula (I),LING,LING,,,,"LING: rgb(254,250,145)",254,250,145
716,920,#N/A,/997/8/512/528/645/920/,Cerebellum,Cerebellar cortex,Central lobule,Central lobule,CENT,CENT,,,,"CENT: rgb(253,251,145)",253,251,145
717,976,966,/997/8/512/528/645/920/976/,Cerebellum,Cerebellar cortex,Lobule II,Central lobule,CENT2,CENT,2,II,,"CENT2: rgb(253,250,145)",253,250,145
718,984,974,/997/8/512/528/645/920/984/,Cerebellum,Cerebellar cortex,Lobule III,Central lobule,CENT3,CENT,3,III,,"CENT3: rgb(255,252,142)",255,252,142
719,928,#N/A,/997/8/512/528/645/928/,Cerebellum,Cerebellar cortex,Culmen,Culmen,CUL,CUL,,,,"CUL: rgb(254,251,143)",254,251,143
720,1091,1080,/997/8/512/528/645/928/1091/,Cerebellum,Cerebellar cortex,Lobules IV-V,Culmen,"CUL4, 5",CUL,"4, 5",lobules IV-V,,"CUL4, 5: rgb(252,251,144)",#VALUE!, 5: rgb(252,251144
721,936,926,/997/8/512/528/645/936/,Cerebellum,Cerebellar cortex,Declive (VI),Declive (VI),DEC,DEC,,,,"DEC: rgb(254,250,144)",254,250,144
722,944,934,/997/8/512/528/645/944/,Cerebellum,Cerebellar cortex,Folium-tuber vermis (VII),Folium-tuber vermis (VII),FOTU,FOTU,,,,"FOTU: rgb(253,251,144)",253,251,144
723,951,941,/997/8/512/528/645/951/,Cerebellum,Cerebellar cortex,Pyramus (VIII),Pyramus (VIII),PYR,PYR,,,,"PYR: rgb(251,252,145)",251,252,145
724,957,947,/997/8/512/528/645/957/,Cerebellum,Cerebellar cortex,Uvula (IX),Uvula (IX),UVU,UVU,,,,"UVU: rgb(255,250,143)",255,250,143
725,968,958,/997/8/512/528/645/968/,Cerebellum,Cerebellar cortex,Nodulus (X),Nodulus (X),NOD,NOD,,,,"NOD: rgb(253,252,143)",253,252,143
726,1073,#N/A,/997/8/512/528/1073/,Cerebellum,Cerebellar cortex,Hemispheric regions,Hemispheric regions,HEM,HEM,,,,"HEM: rgb(254,249,144)",254,249,144
727,1007,997,/997/8/512/528/1073/1007/,Cerebellum,Cerebellar cortex,Simple lobule,Simple lobule,SIM,SIM,,,,"SIM: rgb(253,251,143)",253,251,143
728,1017,#N/A,/997/8/512/528/1073/1017/,Cerebellum,Cerebellar cortex,Ansiform lobule,Ansiform lobule,AN,AN,,,,"AN: rgb(252,252,145)",252,252,145
729,1056,1045,/997/8/512/528/1073/1017/1056/,Cerebellum,Cerebellar cortex,Crus 1,Crus,ANcr1,AN,cr1,crus 1,,"ANcr1: rgb(252,252,144)",252,252,144
730,1064,1053,/997/8/512/528/1073/1017/1064/,Cerebellum,Cerebellar cortex,Crus 2,Crus,ANcr2,AN,cr2,crus 2,,"ANcr2: rgb(252,250,145)",252,250,145
731,1025,1014,/997/8/512/528/1073/1025/,Cerebellum,Cerebellar cortex,Paramedian lobule,Paramedian lobule,PRM,PRM,,,,"PRM: rgb(255,251,142)",255,251,142
732,1033,1022,/997/8/512/528/1073/1033/,Cerebellum,Cerebellar cortex,Copula pyramidis,Copula pyramidis,COPY,COPY,,,,"COPY: rgb(255,249,144)",255,249,144
733,1041,1030,/997/8/512/528/1073/1041/,Cerebellum,Cerebellar cortex,Paraflocculus,Paraflocculus,PFL,PFL,,,,"PFL: rgb(255,252,141)",255,252,141
734,1049,1038,/997/8/512/528/1073/1049/,Cerebellum,Cerebellar cortex,Flocculus,Flocculus,FL,FL,,,,"FL: rgb(254,249,145)",254,249,145
735,519,#N/A,/997/8/512/519/,Cerebellum,Cerebellar nuclei,Cerebellar nuclei,Cerebellar nuclei,CBN,CBN,,,,"CBN: rgb(240,240,127)",240,240,127
736,989,979,/997/8/512/519/989/,Cerebellum,Cerebellar nuclei,Fastigial nucleus,Fastigial nucleus,FN,FN,,,,"FN: rgb(255,252,188)",255,252,188
737,91,86,/997/8/512/519/91/,Cerebellum,Cerebellar nuclei,Interposed nucleus,Interposed nucleus,IP,IP,,,,"IP: rgb(255,253,188)",255,253,188
738,846,836,/997/8/512/519/846/,Cerebellum,Cerebellar nuclei,Dentate nucleus,Dentate nucleus,DN,DN,,,,"DN: rgb(255,253,187)",255,253,187
739,589508455,1310,/997/8/512/519/589508455/,Cerebellum,Cerebellar nuclei,Vestibulocerebellar nucleus,Vestibulocerebellar nucleus,VeCB,VeCB,,,,"VeCB: rgb(254,253,188)",254,253,188
740,1009,999,/997/1009/,fiber tracts,fiber tracts,fiber tracts,fiber tracts,fiber tracts,fiber tracts,,,,"fiber tracts: rgb(202,199,203)",202,199,203
741,967,#N/A,/997/1009/967/,fiber tracts,fiber tracts,cranial nerves,cranial nerves,cm,cm,,,,"cm: rgb(200,202,201)",200,202,201
742,949,939,/997/1009/967/949/,fiber tracts,fiber tracts,vomeronasal nerve,vomeronasal nerve,von,von,,,,"von: rgb(202,200,201)",202,200,201
743,840,#N/A,/997/1009/967/840/,fiber tracts,fiber tracts,olfactory nerve,olfactory nerve,In,In,,,,"In: rgb(204,203,199)",204,203,199
744,1016,1005,/997/1009/967/840/1016/,fiber tracts,fiber tracts,olfactory nerve layer of main olfactory bulb,olfactory nerve layer of main olfactory bulb,onl,onl,,,,"onl: rgb(199,203,202)",199,203,202
745,21,#N/A,/997/1009/967/840/21/,fiber tracts,fiber tracts,"lateral olfactory tract, general","lateral olfactory tract, general",lotg,lotg,,,,"lotg: rgb(204,204,203)",204,204,203
746,665,655,/997/1009/967/840/21/665/,fiber tracts,fiber tracts,"lateral olfactory tract, body","lateral olfactory tract, body",lot,lot,,,,"lot: rgb(202,200,199)",202,200,199
747,538,528,/997/1009/967/840/21/538/,fiber tracts,fiber tracts,dorsal limb,dorsal limb,lotd,lotd,,,,"lotd: rgb(202,202,201)",202,202,201
748,900,890,/997/1009/967/840/900/,fiber tracts,fiber tracts,"anterior commissure, olfactory limb","anterior commissure, olfactory limb",aco,aco,,,,"aco: rgb(203,203,199)",203,203,199
749,848,838,/997/1009/967/848/,fiber tracts,fiber tracts,optic nerve,optic nerve,IIn,IIn,,,,"IIn: rgb(203,204,199)",203,204,199
750,916,906,/997/1009/967/848/916/,fiber tracts,fiber tracts,brachium of the superior colliculus,brachium of the superior colliculus,bsc,bsc,,,,"bsc: rgb(199,203,203)",199,203,203
751,336,326,/997/1009/967/848/336/,fiber tracts,fiber tracts,superior colliculus commissure,superior colliculus commissure,csc,csc,,,,"csc: rgb(201,203,203)",201,203,203
752,117,112,/997/1009/967/848/117/,fiber tracts,fiber tracts,optic chiasm,optic chiasm,och,och,,,,"och: rgb(203,202,204)",203,202,204
753,125,120,/997/1009/967/848/125/,fiber tracts,fiber tracts,optic tract,optic tract,opt,opt,,,,"opt: rgb(202,204,203)",202,204,203
754,832,822,/997/1009/967/832/,fiber tracts,fiber tracts,oculomotor nerve,oculomotor nerve,IIIn,IIIn,,,,"IIIn: rgb(199,204,204)",199,204,204
755,62,57,/997/1009/967/832/62/,fiber tracts,fiber tracts,medial longitudinal fascicle,medial longitudinal fascicle,mlf,mlf,,,,"mlf: rgb(203,203,204)",203,203,204
756,158,153,/997/1009/967/832/158/,fiber tracts,fiber tracts,posterior commissure,posterior commissure,pc,pc,,,,"pc: rgb(204,202,202)",204,202,202
757,911,901,/997/1009/967/911/,fiber tracts,fiber tracts,trochlear nerve,trochlear nerve,IVn,IVn,,,,"IVn: rgb(200,201,200)",200,201,200
758,901,#N/A,/997/1009/967/901/,fiber tracts,fiber tracts,trigeminal nerve,trigeminal nerve,Vn,Vn,,,,"Vn: rgb(203,199,203)",203,199,203
759,93,88,/997/1009/967/901/93/,fiber tracts,fiber tracts,motor root of the trigeminal nerve,motor root of the trigeminal nerve,moV,moV,,,,"moV: rgb(204,203,202)",204,203,202
760,229,222,/997/1009/967/901/229/,fiber tracts,fiber tracts,sensory root of the trigeminal nerve,sensory root of the trigeminal nerve,sV,sV,,,,"sV: rgb(202,202,203)",202,202,203
761,794,784,/997/1009/967/901/229/794/,fiber tracts,fiber tracts,spinal tract of the trigeminal nerve,spinal tract of the trigeminal nerve,sptV,sptV,,,,"sptV: rgb(200,202,202)",200,202,202
762,798,788,/997/1009/967/798/,fiber tracts,fiber tracts,facial nerve,facial nerve,VIIn,VIIn,,,,"VIIn: rgb(204,204,199)",204,204,199
763,1116,1104,/997/1009/967/798/1116/,fiber tracts,fiber tracts,genu of the facial nerve,genu of the facial nerve,gVIIn,gVIIn,,,,"gVIIn: rgb(201,204,199)",201,204,199
764,933,#N/A,/997/1009/967/933/,fiber tracts,fiber tracts,vestibulocochlear nerve,vestibulocochlear nerve,VIIIn,VIIIn,,,,"VIIIn: rgb(201,199,202)",201,199,202
765,413,403,/997/1009/967/933/413/,fiber tracts,fiber tracts,vestibular nerve,vestibular nerve,vVIIIn,vVIIIn,,,,"vVIIIn: rgb(201,202,203)",201,202,203
766,948,#N/A,/997/1009/967/933/948/,fiber tracts,fiber tracts,cochlear nerve,cochlear nerve,cVIIIn,cVIIIn,,,,"cVIIIn: rgb(202,201,200)",202,201,200
767,841,831,/997/1009/967/933/948/841/,fiber tracts,fiber tracts,trapezoid body,trapezoid body,tb,tb,,,,"tb: rgb(204,199,203)",204,199,203
768,506,496,/997/1009/967/933/948/506/,fiber tracts,fiber tracts,dorsal acoustic stria,dorsal acoustic stria,das,das,,,,"das: rgb(204,203,200)",204,203,200
769,658,648,/997/1009/967/933/948/658/,fiber tracts,fiber tracts,lateral lemniscus,lateral lemniscus,ll,ll,,,,"ll: rgb(201,201,203)",201,201,203
770,633,623,/997/1009/967/933/948/633/,fiber tracts,fiber tracts,inferior colliculus commissure,inferior colliculus commissure,cic,cic,,,,"cic: rgb(203,201,201)",203,201,201
771,482,472,/997/1009/967/933/948/482/,fiber tracts,fiber tracts,brachium of the inferior colliculus,brachium of the inferior colliculus,bic,bic,,,,"bic: rgb(201,200,200)",201,200,200
772,917,#N/A,/997/1009/967/917/,fiber tracts,fiber tracts,vagus nerve,vagus nerve,Xn,Xn,,,,"Xn: rgb(199,201,203)",199,201,203
773,237,230,/997/1009/967/917/237/,fiber tracts,fiber tracts,solitary tract,solitary tract,ts,ts,,,,"ts: rgb(200,202,199)",200,202,199
774,792,#N/A,/997/1009/967/792/,fiber tracts,fiber tracts,dorsal roots,dorsal roots,drt,drt,,,,"drt: rgb(202,200,202)",202,200,202
775,932,#N/A,/997/1009/967/792/932/,fiber tracts,fiber tracts,cervicothalamic tract,cervicothalamic tract,cett,cett,,,,"cett: rgb(204,199,202)",204,199,202
776,514,#N/A,/997/1009/967/792/932/514/,fiber tracts,fiber tracts,dorsal column,dorsal column,dc,dc,,,,"dc: rgb(204,200,203)",204,200,203
777,380,370,/997/1009/967/792/932/514/380/,fiber tracts,fiber tracts,cuneate fascicle,cuneate fascicle,cuf,cuf,,,,"cuf: rgb(202,201,204)",202,201,204
778,697,687,/997/1009/967/792/932/697/,fiber tracts,fiber tracts,medial lemniscus,medial lemniscus,ml,ml,,,,"ml: rgb(202,204,200)",202,204,200
779,960,#N/A,/997/1009/960/,fiber tracts,fiber tracts,cerebellum related fiber tracts,cerebellum related fiber tracts,cbf,cbf,,,,"cbf: rgb(201,202,200)",201,202,200
780,744,734,/997/1009/960/744/,fiber tracts,fiber tracts,cerebellar commissure,cerebellar commissure,cbc,cbc,,,,"cbc: rgb(203,200,202)",203,200,202
781,752,#N/A,/997/1009/960/752/,fiber tracts,fiber tracts,cerebellar peduncles,cerebellar peduncles,cbp,cbp,,,,"cbp: rgb(202,200,203)",202,200,203
782,326,316,/997/1009/960/752/326/,fiber tracts,fiber tracts,superior cerebelar peduncles,superior cerebelar peduncles,scp,scp,,,,"scp: rgb(203,201,203)",203,201,203
783,812,802,/997/1009/960/752/326/812/,fiber tracts,fiber tracts,superior cerebellar peduncle decussation,superior cerebellar peduncle decussation,dscp,dscp,,,,"dscp: rgb(204,199,204)",204,199,204
784,850,840,/997/1009/960/752/326/850/,fiber tracts,fiber tracts,uncinate fascicle,uncinate fascicle,uf,uf,,,,"uf: rgb(203,201,200)",203,201,200
785,866,856,/997/1009/960/752/326/866/,fiber tracts,fiber tracts,ventral spinocerebellar tract,ventral spinocerebellar tract,sctv,sctv,,,,"sctv: rgb(203,199,204)",203,199,204
786,78,73,/997/1009/960/752/78/,fiber tracts,fiber tracts,middle cerebellar peduncle,middle cerebellar peduncle,mcp,mcp,,,,"mcp: rgb(204,204,202)",204,204,202
787,1123,1110,/997/1009/960/752/1123/,fiber tracts,fiber tracts,inferior cerebellar peduncle,inferior cerebellar peduncle,icp,icp,,,,"icp: rgb(201,201,200)",201,201,200
788,553,543,/997/1009/960/752/1123/553/,fiber tracts,fiber tracts,dorsal spinocerebellar tract,dorsal spinocerebellar tract,sctd,sctd,,,,"sctd: rgb(201,202,202)",201,202,202
789,728,718,/997/1009/960/728/,fiber tracts,fiber tracts,arbor vitae,arbor vitae,arb,arb,,,,"arb: rgb(203,201,204)",203,201,204
790,484682512,1280,/997/1009/484682512/,fiber tracts,fiber tracts,supra-callosal cerebral white matter,supra-callosal cerebral white matter,scwm,scwm,,,,"scwm: rgb(201,201,202)",201,201,202
791,983,#N/A,/997/1009/983/,fiber tracts,fiber tracts,lateral forebrain bundle system,lateral forebrain bundle system,lfbs,lfbs,,,,"lfbs: rgb(199,204,202)",199,204,202
792,776,#N/A,/997/1009/983/776/,fiber tracts,fiber tracts,corpus callosum,corpus callosum,cc,cc,,,,"cc: rgb(199,201,202)",199,201,202
793,956,946,/997/1009/983/776/956/,fiber tracts,fiber tracts,"corpus callosum, anterior forceps","corpus callosum, anterior forceps",fa,fa,,,,"fa: rgb(202,199,204)",202,199,204
794,579,569,/997/1009/983/776/956/579/,fiber tracts,fiber tracts,external capsule,external capsule,ec,ec,,,,"ec: rgb(200,203,204)",200,203,204
795,964,954,/997/1009/983/776/964/,fiber tracts,fiber tracts,"corpus callosum, extreme capsule","corpus callosum, extreme capsule",ee,ee,,,,"ee: rgb(201,200,202)",201,200,202
796,1108,1097,/997/1009/983/776/1108/,fiber tracts,fiber tracts,genu of corpus callosum,genu of corpus callosum,ccg,ccg,,,,"ccg: rgb(204,199,201)",204,199,201
797,971,961,/997/1009/983/776/971/,fiber tracts,fiber tracts,"corpus callosum, posterior forceps","corpus callosum, posterior forceps",fp,fp,,,,"fp: rgb(200,201,202)",200,201,202
798,484682516,1281,/997/1009/983/776/484682516/,fiber tracts,fiber tracts,"corpus callosum, body","corpus callosum, body",ccb,ccb,,,,"ccb: rgb(201,199,201)",201,199,201
799,986,976,/997/1009/983/776/986/,fiber tracts,fiber tracts,"corpus callosum, splenium","corpus callosum, splenium",ccs,ccs,,,,"ccs: rgb(199,202,204)",199,202,204
800,784,774,/997/1009/983/784/,fiber tracts,fiber tracts,corticospinal tract,corticospinal tract,cst,cst,,,,"cst: rgb(200,199,204)",200,199,204
801,6,5,/997/1009/983/784/6/,fiber tracts,fiber tracts,internal capsule,internal capsule,int,int,,,,"int: rgb(204,204,204)",204,204,204
802,924,914,/997/1009/983/784/924/,fiber tracts,fiber tracts,cerebal peduncle,cerebal peduncle,cpd,cpd,,,,"cpd: rgb(204,202,199)",204,202,199
803,190,183,/997/1009/983/784/190/,fiber tracts,fiber tracts,pyramid,pyramid,py,py,,,,"py: rgb(199,201,201)",199,201,201
804,198,191,/997/1009/983/784/198/,fiber tracts,fiber tracts,pyramidal decussation,pyramidal decussation,pyd,pyd,,,,"pyd: rgb(201,199,204)",201,199,204
805,896,#N/A,/997/1009/983/896/,fiber tracts,fiber tracts,thalamus related,thalamus related,lfbst,lfbst,,,,"lfbst: rgb(199,203,204)",199,203,204
806,1092,1081,/997/1009/983/896/1092/,fiber tracts,fiber tracts,external medullary lamina of the thalamus,external medullary lamina of the thalamus,em,em,,,,"em: rgb(199,202,202)",199,202,202
807,484682520,1282,/997/1009/983/896/484682520/,fiber tracts,fiber tracts,optic radiation,optic radiation,or,or,,,,"or: rgb(203,201,199)",203,201,199
808,484682524,1283,/997/1009/983/896/484682524/,fiber tracts,fiber tracts,auditory radiation,auditory radiation,ar,ar,,,,"ar: rgb(204,200,202)",204,200,202
809,1000,#N/A,/997/1009/1000/,fiber tracts,fiber tracts,extrapyramidal fiber systems,extrapyramidal fiber systems,eps,eps,,,,"eps: rgb(202,203,199)",202,203,199
810,760,#N/A,/997/1009/1000/760/,fiber tracts,fiber tracts,cerebral nuclei related,cerebral nuclei related,epsc,epsc,,,,"epsc: rgb(200,202,203)",200,202,203
811,102,97,/997/1009/1000/760/102/,fiber tracts,fiber tracts,nigrostriatal tract,nigrostriatal tract,nst,nst,,,,"nst: rgb(204,202,203)",204,202,203
812,877,#N/A,/997/1009/1000/877/,fiber tracts,fiber tracts,tectospinal pathway,tectospinal pathway,tsp,tsp,,,,"tsp: rgb(200,203,201)",200,203,201
813,1051,#N/A,/997/1009/1000/877/1051/,fiber tracts,fiber tracts,direct tectospinal pathway,direct tectospinal pathway,tspd,tspd,,,,"tspd: rgb(203,200,200)",203,200,200
814,1060,1049,/997/1009/1000/877/1060/,fiber tracts,fiber tracts,doral tegmental decussation,doral tegmental decussation,dtd,dtd,,,,"dtd: rgb(202,202,199)",202,202,199
815,1043,1032,/997/1009/1000/877/1043/,fiber tracts,fiber tracts,crossed tectospinal pathway,crossed tectospinal pathway,tspc,tspc,,,,"tspc: rgb(200,200,204)",200,200,204
816,863,853,/997/1009/1000/863/,fiber tracts,fiber tracts,rubrospinal tract,rubrospinal tract,rust,rust,,,,"rust: rgb(200,200,203)",200,200,203
817,397,387,/997/1009/1000/863/397/,fiber tracts,fiber tracts,ventral tegmental decussation,ventral tegmental decussation,vtd,vtd,,,,"vtd: rgb(202,203,201)",202,203,201
818,991,#N/A,/997/1009/991/,fiber tracts,fiber tracts,medial forebrain bundle system,medial forebrain bundle system,mfbs,mfbs,,,,"mfbs: rgb(203,202,199)",203,202,199
819,768,#N/A,/997/1009/991/768/,fiber tracts,fiber tracts,cerebrum related,cerebrum related,mfbc,mfbc,,,,"mfbc: rgb(201,203,199)",201,203,199
820,884,874,/997/1009/991/768/884/,fiber tracts,fiber tracts,amygdalar capsule,amygdalar capsule,amc,amc,,,,"amc: rgb(200,201,203)",200,201,203
821,908,898,/997/1009/991/768/908/,fiber tracts,fiber tracts,"anterior commissure, temporal limb","anterior commissure, temporal limb",act,act,,,,"act: rgb(201,201,201)",201,201,201
822,940,930,/997/1009/991/768/940/,fiber tracts,fiber tracts,cingulum bundle,cingulum bundle,cing,cing,,,,"cing: rgb(202,204,199)",202,204,199
823,1099,#N/A,/997/1009/991/768/1099/,fiber tracts,fiber tracts,fornix system,fornix system,fxs,fxs,,,,"fxs: rgb(204,201,199)",204,201,199
824,466,456,/997/1009/991/768/1099/466/,fiber tracts,fiber tracts,alveus,alveus,alv,alv,,,,"alv: rgb(199,200,204)",199,200,204
825,530,520,/997/1009/991/768/1099/530/,fiber tracts,fiber tracts,dorsal fornix,dorsal fornix,df,df,,,,"df: rgb(203,200,204)",203,200,204
