neurotransmitter,class,subclass,supertype,cluster
,,,1147 CB PLI Gly-Gaba_4,1147 LSX Prdm12 Slit2 Gaba_8
,,,1148 CBX Golgi Gly-Gaba_1,1148 LSX Prdm12 Slit2 Gaba_9
,,,1149 CBX MLI Megf11 Gaba_1,1149 LSX Prdm12 Zeb2 Gaba_1
,,,1150 CBX MLI Megf11 Gaba_2,1150 LSX Prdm12 Zeb2 Gaba_1
,,,1151 CBX MLI Cdh22 Gaba_1,1151 LSX Prdm12 Zeb2 Gaba_1
,,,1152 CBX Purkinje Gaba_1,1152 LSX Prdm12 Zeb2 Gaba_1
,,,1153 CBX Purkinje Gaba_2,1153 LSX Prdm12 Zeb2 Gaba_1
,,,1154 CB Granule Glut_1,1154 LSX Prdm12 Zeb2 Gaba_1
,,,1155 CB Granule Glut_2,1155 LSX Prdm12 Zeb2 Gaba_1
,,,1156 DCO UBC Glut_1,1156 LSX Prdm12 Zeb2 Gaba_1
,,,1157 Bergmann NN_1,1157 LSX Prdm12 Zeb2 Gaba_1
,,,1158 Astro-CB NN_1,1158 LSX Prdm12 Zeb2 Gaba_2
,,,1159 Astro-NT NN_1,1159 LSX Prdm12 Zeb2 Gaba_2
,,,1160 Astro-NT NN_2,1160 LSX Prdm12 Zeb2 Gaba_2
,,,1161 Astro-TE NN_1,1161 LSX Prdm12 Zeb2 Gaba_2
,,,1162 Astro-TE NN_2,1162 LSX Prdm12 Zeb2 Gaba_3
,,,1163 Astro-TE NN_3,1163 LSX Prdm12 Zeb2 Gaba_3
,,,1164 Astro-TE NN_4,1164 LSX Prdm12 Zeb2 Gaba_3
,,,1165 Astro-TE NN_5,1165 LSX Prdm12 Zeb2 Gaba_3
,,,1166 Astro-OLF NN_1,1166 LSX Prdm12 Zeb2 Gaba_4
,,,1167 Astro-OLF NN_2,1167 LSX Prdm12 Zeb2 Gaba_4
,,,1168 Astro-OLF NN_3,1168 LSX Prdm12 Zeb2 Gaba_5
,,,1169 Astroependymal NN_1,1169 LSX Prdm12 Zeb2 Gaba_5
,,,1170 Astroependymal NN_2,1170 LSX Prdm12 Zeb2 Gaba_5
,,,1171 Astroependymal NN_3,1171 LSX Prdm12 Zeb2 Gaba_5
,,,1172 Tanycyte NN_1,1172 LSX Prdm12 Zeb2 Gaba_5
,,,1173 Tanycyte NN_2,1173 LSX Prdm12 Zeb2 Gaba_5
,,,1174 Tanycyte NN_3,1174 LSX Sall3 Lmo1 Gaba_1
,,,1175 Ependymal NN_1,1175 LSX Sall3 Lmo1 Gaba_1
,,,1176 Ependymal NN_2,1176 LSX Sall3 Lmo1 Gaba_2
,,,1177 Hypendymal NN_1,1177 LSX Sall3 Lmo1 Gaba_2
,,,1178 CHOR NN_1,1178 LSX Sall3 Lmo1 Gaba_2
,,,1179 OPC NN_1,1179 LSX Sall3 Lmo1 Gaba_2
,,,1180 OPC NN_2,1180 LSX Sall3 Lmo1 Gaba_3
,,,1181 COP NN_1,1181 LSX Sall3 Lmo1 Gaba_3
,,,1182 NFOL NN_2,1182 LSX Sall3 Lmo1 Gaba_4
,,,1183 MFOL NN_3,1183 LSX Sall3 Lmo1 Gaba_5
,,,1184 MOL NN_4,1184 LSX Sall3 Lmo1 Gaba_5
,,,1185 OEC NN_1,1185 LSX Sall3 Lmo1 Gaba_6
,,,1186 ABC NN_1,1186 LSX Sall3 Lmo1 Gaba_6
,,,1187 VLMC NN_1,1187 LSX Sall3 Lmo1 Gaba_6
,,,1188 VLMC NN_2,1188 MEA-BST Sox6 Gaba_1
,,,1189 VLMC NN_3,1189 MEA-BST Sox6 Gaba_1
,,,1190 VLMC NN_4,1190 MEA-BST Sox6 Gaba_1
,,,1191 Peri NN_1,1191 MEA-BST Sox6 Gaba_1
,,,1192 SMC NN_1,1192 MEA-BST Sox6 Gaba_2
,,,1193 Endo NN_1,1193 MEA-BST Sox6 Gaba_2
,,,1194 Microglia NN_1,1194 MEA-BST Sox6 Gaba_2
,,,1195 BAM NN_1,1195 MEA-BST Sox6 Gaba_2
,,,1196 Monocytes NN_1,1196 MEA-BST Sox6 Gaba_2
,,,1197 DC NN_1,1197 MEA-BST Sox6 Gaba_2
,,,1198 B cells NN_1,1198 MEA-BST Sox6 Gaba_3
,,,1199 ILC NN_2,1199 MEA-BST Sox6 Gaba_3
,,,1200 NK cells NN_3,1200 MEA-BST Sox6 Gaba_3
,,,1201 T cells NN_4,1201 MEA-BST Sox6 Gaba_3
,,,,1202 MEA-BST Sox6 Gaba_3
,,,,1203 MEA-BST Sox6 Gaba_3
,,,,1204 MEA-BST Sox6 Gaba_3
,,,,1205 MEA-BST Sox6 Gaba_4
,,,,1206 MEA-BST Sox6 Gaba_4
,,,,1207 MEA-BST Sox6 Gaba_4
,,,,1208 MEA-BST Sox6 Gaba_4
,,,,1209 MEA-BST Sox6 Gaba_4
,,,,1210 MEA-BST Sox6 Gaba_4
,,,,1211 MEA-BST Sox6 Gaba_4
,,,,1212 MEA-BST Sox6 Gaba_5
,,,,1213 MEA-BST Sox6 Gaba_5
,,,,1214 MEA-BST Sox6 Gaba_5
,,,,1215 MEA-BST Sox6 Gaba_5
,,,,1216 MEA-BST Sox6 Gaba_5
,,,,1217 MEA-BST Sox6 Gaba_5
,,,,1218 MEA-BST Sox6 Gaba_5
,,,,1219 MEA-BST Sox6 Gaba_6
,,,,1220 MEA-BST Sox6 Gaba_6
,,,,1221 MEA-BST Sox6 Gaba_6
,,,,1222 MEA-BST Sox6 Gaba_6
,,,,1223 MEA-BST Sox6 Gaba_6
,,,,1224 MEA-BST Sox6 Gaba_6
,,,,1225 MEA-BST Sox6 Gaba_6
,,,,1226 MEA-BST Sox6 Gaba_7
,,,,1227 MEA-BST Sox6 Gaba_7
,,,,1228 MEA-BST Sox6 Gaba_7
,,,,1229 MEA-BST Sox6 Gaba_8
,,,,1230 MEA-BST Sox6 Gaba_8
,,,,1231 MEA-BST Sox6 Gaba_8
,,,,1232 MEA-BST Sox6 Gaba_9
,,,,1233 MEA-BST Sox6 Gaba_9
,,,,1234 MEA-BST Sox6 Gaba_9
,,,,1235 MEA-BST Sox6 Gaba_10
,,,,1236 MEA-BST Sox6 Gaba_10
,,,,1237 MEA-BST Sox6 Gaba_10
,,,,1238 MEA-BST Lhx6 Sp9 Gaba_1
,,,,1239 MEA-BST Lhx6 Sp9 Gaba_1
,,,,1240 MEA-BST Lhx6 Sp9 Gaba_1
,,,,1241 MEA-BST Lhx6 Sp9 Gaba_1
,,,,1242 MEA-BST Lhx6 Sp9 Gaba_1
,,,,1243 MEA-BST Lhx6 Sp9 Gaba_1
,,,,1244 MEA-BST Lhx6 Sp9 Gaba_2
,,,,1245 MEA-BST Lhx6 Sp9 Gaba_2
,,,,1246 MEA-BST Lhx6 Sp9 Gaba_2
,,,,1247 MEA-BST Lhx6 Sp9 Gaba_2
,,,,1248 MEA-BST Lhx6 Sp9 Gaba_3
,,,,1249 MEA-BST Lhx6 Sp9 Gaba_3
,,,,1250 MEA-BST Lhx6 Sp9 Gaba_3
,,,,1251 MEA-BST Lhx6 Sp9 Gaba_3
,,,,1252 MEA-BST Lhx6 Sp9 Gaba_3
,,,,1253 MEA-BST Lhx6 Sp9 Gaba_4
,,,,1254 MEA-BST Lhx6 Sp9 Gaba_4
,,,,1255 MEA-BST Lhx6 Sp9 Gaba_4
,,,,1256 MEA-BST Lhx6 Sp9 Gaba_4
,,,,1257 MEA-BST Lhx6 Sp9 Gaba_5
,,,,1258 MEA-BST Lhx6 Sp9 Gaba_5
,,,,1259 MEA-BST Lhx6 Sp9 Gaba_5
,,,,1260 MEA-BST Lhx6 Sp9 Gaba_5
,,,,1261 MEA-BST Lhx6 Sp9 Gaba_6
,,,,1262 MEA-BST Lhx6 Sp9 Gaba_6
,,,,1263 MEA-BST Lhx6 Sp9 Gaba_7
,,,,1264 MEA-BST Lhx6 Sp9 Gaba_7
,,,,1265 MEA-BST Lhx6 Sp9 Gaba_7
,,,,1266 MEA-BST Lhx6 Sp9 Gaba_7
,,,,1267 MEA-BST Lhx6 Sp9 Gaba_7
,,,,1268 MEA-BST Lhx6 Sp9 Gaba_7
,,,,1269 MEA-BST Lhx6 Nr2e1 Gaba_1
,,,,1270 MEA-BST Lhx6 Nr2e1 Gaba_1
,,,,1271 MEA-BST Lhx6 Nr2e1 Gaba_1
,,,,1272 MEA-BST Lhx6 Nr2e1 Gaba_1
,,,,1273 MEA-BST Lhx6 Nr2e1 Gaba_2
,,,,1274 MEA-BST Lhx6 Nr2e1 Gaba_2
,,,,1275 MEA-BST Lhx6 Nr2e1 Gaba_2
,,,,1276 MEA-BST Lhx6 Nr2e1 Gaba_2
,,,,1277 MEA-BST Lhx6 Nr2e1 Gaba_2
,,,,1278 MEA-BST Lhx6 Nr2e1 Gaba_2
,,,,1279 MEA-BST Lhx6 Nr2e1 Gaba_2
,,,,1280 MEA-BST Lhx6 Nr2e1 Gaba_3
,,,,1281 MEA-BST Lhx6 Nfib Gaba_1
,,,,1282 MEA-BST Lhx6 Nfib Gaba_1
,,,,1283 MEA-BST Lhx6 Nfib Gaba_1
,,,,1284 MEA-BST Lhx6 Nfib Gaba_1
,,,,1285 MEA-BST Lhx6 Nfib Gaba_1
,,,,1286 MEA-BST Lhx6 Nfib Gaba_1
,,,,1287 MEA-BST Lhx6 Nfib Gaba_1
,,,,1288 MEA-BST Lhx6 Nfib Gaba_1
,,,,1289 MEA-BST Lhx6 Nfib Gaba_2
,,,,1290 MEA-BST Lhx6 Nfib Gaba_2
,,,,1291 MEA-BST Lhx6 Nfib Gaba_2
,,,,1292 MEA-BST Lhx6 Nfib Gaba_2
,,,,1293 MEA-BST Lhx6 Nfib Gaba_2
,,,,1294 MEA-BST Lhx6 Nfib Gaba_2
,,,,1295 MEA-BST Lhx6 Nfib Gaba_2
,,,,1296 MEA-BST Lhx6 Nfib Gaba_3
,,,,1297 MEA-BST Lhx6 Nfib Gaba_3
,,,,1298 MEA-BST Lhx6 Nfib Gaba_3
,,,,1299 MEA-BST Lhx6 Nfib Gaba_3
,,,,1300 MEA-BST Lhx6 Nfib Gaba_3
,,,,1301 MEA-BST Lhx6 Nfib Gaba_4
,,,,1302 MEA-BST Lhx6 Nfib Gaba_4
,,,,1303 MEA-BST Lhx6 Nfib Gaba_4
,,,,1304 MEA-BST Lhx6 Nfib Gaba_5
,,,,1305 MEA-BST Lhx6 Nfib Gaba_5
,,,,1306 MEA-BST Lhx6 Nfib Gaba_5
,,,,1307 MEA-BST Lhx6 Nfib Gaba_5
,,,,1308 MEA-BST Lhx6 Nfib Gaba_5
,,,,1309 MEA-BST Lhx6 Nfib Gaba_5
,,,,1310 MEA-BST Lhx6 Nfib Gaba_5
,,,,1311 MEA-BST Lhx6 Nfib Gaba_6
,,,,1312 MEA-BST Lhx6 Nfib Gaba_6
,,,,1313 MEA-BST Lhx6 Nfib Gaba_6
,,,,1314 MEA-BST Lhx6 Nfib Gaba_6
,,,,1315 CEA-BST Gal Avp Gaba_1
,,,,1316 CEA-BST Gal Avp Gaba_1
,,,,1317 SI-MA-ACB Ebf1 Bnc2 Gaba_1
,,,,1318 SI-MA-ACB Ebf1 Bnc2 Gaba_1
,,,,1319 SI-MA-ACB Ebf1 Bnc2 Gaba_1
,,,,1320 SI-MA-ACB Ebf1 Bnc2 Gaba_2
,,,,1321 SI-MA-ACB Ebf1 Bnc2 Gaba_2
,,,,1322 SI-MA-ACB Ebf1 Bnc2 Gaba_2
,,,,1323 SI-MA-ACB Ebf1 Bnc2 Gaba_2
,,,,1324 SI-MA-ACB Ebf1 Bnc2 Gaba_3
,,,,1325 SI-MA-ACB Ebf1 Bnc2 Gaba_3
,,,,1326 SI-MA-ACB Ebf1 Bnc2 Gaba_3
,,,,1327 CEA-BST Six3 Cyp26b1 Gaba_1
,,,,1328 CEA-BST Six3 Cyp26b1 Gaba_1
,,,,1329 CEA-BST Six3 Cyp26b1 Gaba_1
,,,,1330 CEA-BST Six3 Cyp26b1 Gaba_1
,,,,1331 CEA-BST Six3 Cyp26b1 Gaba_2
,,,,1332 CEA-BST Six3 Cyp26b1 Gaba_2
,,,,1333 CEA-BST Six3 Cyp26b1 Gaba_2
,,,,1334 CEA-BST Six3 Cyp26b1 Gaba_2
,,,,1335 CEA-BST Six3 Cyp26b1 Gaba_2
,,,,1336 CEA-BST Six3 Cyp26b1 Gaba_3
,,,,1337 CEA-BST Six3 Cyp26b1 Gaba_3
,,,,1338 CEA-BST Six3 Cyp26b1 Gaba_3
,,,,1339 CEA-BST Six3 Cyp26b1 Gaba_3
,,,,1340 CEA-BST Six3 Cyp26b1 Gaba_4
,,,,1341 CEA-BST Six3 Cyp26b1 Gaba_4
,,,,1342 CEA-BST Six3 Cyp26b1 Gaba_4
,,,,1343 CEA-BST Six3 Cyp26b1 Gaba_4
,,,,1344 CEA-BST Six3 Cyp26b1 Gaba_5
,,,,1345 CEA-BST Six3 Cyp26b1 Gaba_5
,,,,1346 CEA-BST Six3 Cyp26b1 Gaba_6
,,,,1347 CEA-BST Six3 Cyp26b1 Gaba_6
,,,,1348 CEA-AAA-BST Six3 Sp9 Gaba_1
,,,,1349 CEA-AAA-BST Six3 Sp9 Gaba_1
,,,,1350 CEA-AAA-BST Six3 Sp9 Gaba_1
,,,,1351 CEA-AAA-BST Six3 Sp9 Gaba_1
,,,,1352 CEA-AAA-BST Six3 Sp9 Gaba_1
,,,,1353 CEA-AAA-BST Six3 Sp9 Gaba_1
,,,,1354 CEA-AAA-BST Six3 Sp9 Gaba_2
,,,,1355 CEA-AAA-BST Six3 Sp9 Gaba_2
,,,,1356 CEA-AAA-BST Six3 Sp9 Gaba_2
,,,,1357 CEA-AAA-BST Six3 Sp9 Gaba_2
,,,,1358 CEA-AAA-BST Six3 Sp9 Gaba_2
,,,,1359 CEA-AAA-BST Six3 Sp9 Gaba_2
,,,,1360 CEA-AAA-BST Six3 Sp9 Gaba_3
,,,,1361 CEA-AAA-BST Six3 Sp9 Gaba_3
,,,,1362 CEA-AAA-BST Six3 Sp9 Gaba_3
,,,,1363 CEA-AAA-BST Six3 Sp9 Gaba_4
,,,,1364 CEA-AAA-BST Six3 Sp9 Gaba_4
,,,,1365 CEA-AAA-BST Six3 Sp9 Gaba_4
,,,,1366 CEA-AAA-BST Six3 Sp9 Gaba_4
,,,,1367 CEA-AAA-BST Six3 Sp9 Gaba_4
,,,,1368 CEA-AAA-BST Six3 Sp9 Gaba_5
,,,,1369 CEA-AAA-BST Six3 Sp9 Gaba_6
,,,,1370 CEA-AAA-BST Six3 Sp9 Gaba_7
,,,,1371 CEA-AAA-BST Six3 Sp9 Gaba_8
,,,,1372 CEA-AAA-BST Six3 Sp9 Gaba_8
,,,,1373 ACB-BST-FS D1 Gaba_1
,,,,1374 ACB-BST-FS D1 Gaba_1
,,,,1375 ACB-BST-FS D1 Gaba_1
,,,,1376 ACB-BST-FS D1 Gaba_2
,,,,1377 ACB-BST-FS D1 Gaba_2
,,,,1378 ACB-BST-FS D1 Gaba_2
,,,,1379 ACB-BST-FS D1 Gaba_2
,,,,1380 ACB-BST-FS D1 Gaba_3
,,,,1381 ACB-BST-FS D1 Gaba_3
,,,,1382 ACB-BST-FS D1 Gaba_3
,,,,1383 ACB-BST-FS D1 Gaba_3
,,,,1384 CEA-BST Ebf1 Pdyn Gaba_1
,,,,1385 CEA-BST Ebf1 Pdyn Gaba_1
,,,,1386 CEA-BST Ebf1 Pdyn Gaba_1
,,,,1387 CEA-BST Ebf1 Pdyn Gaba_2
,,,,1388 CEA-BST Ebf1 Pdyn Gaba_2
,,,,1389 CEA-BST Ebf1 Pdyn Gaba_2
,,,,1390 CEA-BST Ebf1 Pdyn Gaba_3
,,,,1391 CEA-BST Ebf1 Pdyn Gaba_3
,,,,1392 CEA-BST Ebf1 Pdyn Gaba_3
,,,,1393 CEA-BST Ebf1 Pdyn Gaba_3
,,,,1394 CEA-BST Ebf1 Pdyn Gaba_3
,,,,1395 CEA-BST Ebf1 Pdyn Gaba_4
,,,,1396 CEA-BST Ebf1 Pdyn Gaba_4
,,,,1397 CEA-BST Ebf1 Pdyn Gaba_4
,,,,1398 CEA-BST Ebf1 Pdyn Gaba_5
,,,,1399 CEA-BST Ebf1 Pdyn Gaba_5
,,,,1400 CEA-BST Ebf1 Pdyn Gaba_5
,,,,1401 CEA-BST Ebf1 Pdyn Gaba_5
,,,,1402 CEA-BST Ebf1 Pdyn Gaba_6
,,,,1403 CEA-BST Ebf1 Pdyn Gaba_6
,,,,1404 CEA-BST Ebf1 Pdyn Gaba_7
,,,,1405 CEA-BST Ebf1 Pdyn Gaba_8
,,,,1406 CEA-BST Ebf1 Pdyn Gaba_8
,,,,1407 CEA-BST Rai14 Pdyn Crh Gaba_1
,,,,1408 CEA-BST Rai14 Pdyn Crh Gaba_1
,,,,1409 CEA-BST Rai14 Pdyn Crh Gaba_2
,,,,1410 CEA-BST Rai14 Pdyn Crh Gaba_2
,,,,1411 BST-SI-AAA Six3 Slc22a3 Gaba_1
,,,,1412 BST-SI-AAA Six3 Slc22a3 Gaba_1
,,,,1413 BST-SI-AAA Six3 Slc22a3 Gaba_1
,,,,1414 BST-SI-AAA Six3 Slc22a3 Gaba_2
,,,,1415 BST-SI-AAA Six3 Slc22a3 Gaba_2
,,,,1416 BST-SI-AAA Six3 Slc22a3 Gaba_2
,,,,1417 BST-SI-AAA Six3 Slc22a3 Gaba_2
,,,,1418 SI-MPO-LPO Lhx8 Gaba_1
,,,,1419 SI-MPO-LPO Lhx8 Gaba_1
,,,,1420 SI-MPO-LPO Lhx8 Gaba_1
,,,,1421 SI-MPO-LPO Lhx8 Gaba_1
,,,,1422 SI-MPO-LPO Lhx8 Gaba_1
,,,,1423 SI-MPO-LPO Lhx8 Gaba_1
,,,,1424 SI-MPO-LPO Lhx8 Gaba_1
,,,,1425 SI-MPO-LPO Lhx8 Gaba_1
,,,,1426 SI-MPO-LPO Lhx8 Gaba_1
,,,,1427 SI-MPO-LPO Lhx8 Gaba_1
,,,,1428 SI-MPO-LPO Lhx8 Gaba_1
,,,,1429 SI-MPO-LPO Lhx8 Gaba_2
,,,,1430 SI-MPO-LPO Lhx8 Gaba_2
,,,,1431 SI-MPO-LPO Lhx8 Gaba_2
,,,,1432 SI-MPO-LPO Lhx8 Gaba_2
,,,,1433 SI-MPO-LPO Lhx8 Gaba_2
,,,,1434 SI-MPO-LPO Lhx8 Gaba_2
,,,,1435 SI-MPO-LPO Lhx8 Gaba_2
,,,,1436 SI-MPO-LPO Lhx8 Gaba_2
,,,,1437 SI-MPO-LPO Lhx8 Gaba_2
,,,,1438 SI-MPO-LPO Lhx8 Gaba_2
,,,,1439 SI-MPO-LPO Lhx8 Gaba_3
,,,,1440 SI-MPO-LPO Lhx8 Gaba_3
,,,,1441 SI-MPO-LPO Lhx8 Gaba_3
,,,,1442 SI-MPO-LPO Lhx8 Gaba_3
,,,,1443 SI-MPO-LPO Lhx8 Gaba_3
,,,,1444 SI-MPO-LPO Lhx8 Gaba_3
,,,,1445 SI-MPO-LPO Lhx8 Gaba_3
,,,,1446 SI-MPO-LPO Lhx8 Gaba_4
,,,,1447 SI-MPO-LPO Lhx8 Gaba_4
,,,,1448 SI-MPO-LPO Lhx8 Gaba_4
,,,,1449 SI-MPO-LPO Lhx8 Gaba_4
,,,,1450 SI-MPO-LPO Lhx8 Gaba_4
,,,,1451 SI-MPO-LPO Lhx8 Gaba_5
,,,,1452 SI-MPO-LPO Lhx8 Gaba_5
,,,,1453 SI-MPO-LPO Lhx8 Gaba_5
,,,,1454 SI-MPO-LPO Lhx8 Gaba_5
,,,,1455 SI-MPO-LPO Lhx8 Gaba_5
,,,,1456 SI-MPO-LPO Lhx8 Gaba_6
,,,,1457 MPO-ADP Lhx8 Gaba_1
,,,,1458 MPO-ADP Lhx8 Gaba_1
,,,,1459 MPO-ADP Lhx8 Gaba_1
,,,,1460 MPO-ADP Lhx8 Gaba_2
,,,,1461 MPO-ADP Lhx8 Gaba_2
,,,,1462 MPO-ADP Lhx8 Gaba_2
,,,,1463 MPO-ADP Lhx8 Gaba_2
,,,,1464 MPO-ADP Lhx8 Gaba_2
,,,,1465 MPO-ADP Lhx8 Gaba_2
,,,,1466 MPO-ADP Lhx8 Gaba_3
,,,,1467 MPO-ADP Lhx8 Gaba_3
,,,,1468 MPO-ADP Lhx8 Gaba_3
,,,,1469 MPO-ADP Lhx8 Gaba_3
,,,,1470 MPO-ADP Lhx8 Gaba_3
,,,,1471 MPO-ADP Lhx8 Gaba_3
,,,,1472 MPO-ADP Lhx8 Gaba_4
,,,,1473 MPO-ADP Lhx8 Gaba_4
,,,,1474 MPO-ADP Lhx8 Gaba_4
,,,,1475 MPO-ADP Lhx8 Gaba_4
,,,,1476 MPO-ADP Lhx8 Gaba_4
,,,,1477 MPO-ADP Lhx8 Gaba_4
,,,,1478 MPO-ADP Lhx8 Gaba_4
,,,,1479 MPO-ADP Lhx8 Gaba_4
,,,,1480 MPO-ADP Lhx8 Gaba_5
,,,,1481 MPO-ADP Lhx8 Gaba_5
,,,,1482 MPO-ADP Lhx8 Gaba_5
,,,,1483 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1
,,,,1484 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1
,,,,1485 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1
,,,,1486 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1
,,,,1487 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1
,,,,1488 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1
,,,,1489 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2
,,,,1490 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2
,,,,1491 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2
,,,,1492 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2
,,,,1493 BST Tac2 Gaba_1
,,,,1494 BST Tac2 Gaba_1
,,,,1495 BST Tac2 Gaba_1
,,,,1496 BST Tac2 Gaba_1
,,,,1497 BST Tac2 Gaba_1
,,,,1498 BST Tac2 Gaba_1
,,,,1499 BST Tac2 Gaba_2
,,,,1500 BST Tac2 Gaba_2
,,,,1501 BST Tac2 Gaba_2
,,,,1502 BST Tac2 Gaba_2
,,,,1503 PVR Six3 Sox3 Gaba_1
,,,,1504 PVR Six3 Sox3 Gaba_1
,,,,1505 PVR Six3 Sox3 Gaba_1
,,,,1506 PVR Six3 Sox3 Gaba_1
,,,,1507 PVR Six3 Sox3 Gaba_1
,,,,1508 PVR Six3 Sox3 Gaba_2
,,,,1509 PVR Six3 Sox3 Gaba_2
,,,,1510 PVR Six3 Sox3 Gaba_2
,,,,1511 PVR Six3 Sox3 Gaba_3
,,,,1512 PVR Six3 Sox3 Gaba_3
,,,,1513 PVR Six3 Sox3 Gaba_3
,,,,1514 PVR Six3 Sox3 Gaba_3
,,,,1515 PVR Six3 Sox3 Gaba_4
,,,,1516 PVR Six3 Sox3 Gaba_4
,,,,1517 PVR Six3 Sox3 Gaba_4
,,,,1518 PVR Six3 Sox3 Gaba_4
,,,,1519 PVR Six3 Sox3 Gaba_4
,,,,1520 PVR Six3 Sox3 Gaba_5
,,,,1521 PVR Six3 Sox3 Gaba_5
,,,,1522 PVR Six3 Sox3 Gaba_5
,,,,1523 PVR Six3 Sox3 Gaba_6
,,,,1524 PVR Six3 Sox3 Gaba_7
,,,,1525 PVR Six3 Sox3 Gaba_7
,,,,1526 PVR Six3 Sox3 Gaba_7
,,,,1527 PVR Six3 Sox3 Gaba_8
,,,,1528 PVR Six3 Sox3 Gaba_8
,,,,1529 PVR Six3 Sox3 Gaba_8
,,,,1530 PVR Six3 Sox3 Gaba_8
,,,,1531 PVR Six3 Sox3 Gaba_9
,,,,1532 PVR Six3 Sox3 Gaba_9
,,,,1533 PVR Six3 Sox3 Gaba_9
,,,,1534 PVR Six3 Sox3 Gaba_9
,,,,1535 PVR Six3 Sox3 Gaba_9
,,,,1536 PVR Six3 Sox3 Gaba_9
,,,,1537 PVR Six3 Sox3 Gaba_9
,,,,1538 BST-MPN Six3 Nrgn Gaba_1
,,,,1539 BST-MPN Six3 Nrgn Gaba_1
,,,,1540 BST-MPN Six3 Nrgn Gaba_2
,,,,1541 BST-MPN Six3 Nrgn Gaba_3
,,,,1542 BST-MPN Six3 Nrgn Gaba_3
,,,,1543 BST-MPN Six3 Nrgn Gaba_3
,,,,1544 BST-MPN Six3 Nrgn Gaba_3
,,,,1545 BST-MPN Six3 Nrgn Gaba_3
,,,,1546 BST-MPN Six3 Nrgn Gaba_3
,,,,1547 BST-MPN Six3 Nrgn Gaba_4
,,,,1548 BST-MPN Six3 Nrgn Gaba_4
,,,,1549 BST-MPN Six3 Nrgn Gaba_4
,,,,1550 BST-MPN Six3 Nrgn Gaba_4
,,,,1551 BST-MPN Six3 Nrgn Gaba_5
,,,,1552 BST-MPN Six3 Nrgn Gaba_5
,,,,1553 BST-MPN Six3 Nrgn Gaba_5
,,,,1554 BST-MPN Six3 Nrgn Gaba_5
,,,,1555 BST-MPN Six3 Nrgn Gaba_5
,,,,1556 BST-MPN Six3 Nrgn Gaba_5
,,,,1557 BST-MPN Six3 Nrgn Gaba_5
,,,,1558 BST-MPN Six3 Nrgn Gaba_6
,,,,1559 BST-MPN Six3 Nrgn Gaba_6
,,,,1560 BST-MPN Six3 Nrgn Gaba_6
,,,,1561 BST-MPN Six3 Nrgn Gaba_6
,,,,1562 BST-MPN Six3 Nrgn Gaba_6
,,,,1563 BST-MPN Six3 Nrgn Gaba_6
,,,,1564 BST-MPN Six3 Nrgn Gaba_6
,,,,1565 BST-MPN Six3 Nrgn Gaba_7
,,,,1566 BST-MPN Six3 Nrgn Gaba_7
,,,,1567 BST-MPN Six3 Nrgn Gaba_7
,,,,1568 BST-MPN Six3 Nrgn Gaba_7
,,,,1569 ARH-PVi Six6 Dopa-Gaba_1
,,,,1570 ARH-PVi Six6 Dopa-Gaba_1
,,,,1571 ARH-PVi Six6 Dopa-Gaba_1
,,,,1572 ARH-PVi Six6 Dopa-Gaba_2
,,,,1573 TMv-PMv Tbx3 Hist-Gaba_1
,,,,1574 TMv-PMv Tbx3 Hist-Gaba_1
,,,,1575 TMv-PMv Tbx3 Hist-Gaba_1
,,,,1576 TMv-PMv Tbx3 Hist-Gaba_1
,,,,1577 TMv-PMv Tbx3 Hist-Gaba_1
,,,,1578 TMv-PMv Tbx3 Hist-Gaba_2
,,,,1579 TMv-PMv Tbx3 Hist-Gaba_2
,,,,1580 RT-ZI Gnb3 Gaba_1
,,,,1581 RT-ZI Gnb3 Gaba_1
,,,,1582 RT-ZI Gnb3 Gaba_1
,,,,1583 RT-ZI Gnb3 Gaba_1
,,,,1584 RT-ZI Gnb3 Gaba_1
,,,,1585 RT-ZI Gnb3 Gaba_1
,,,,1586 RT-ZI Gnb3 Gaba_2
,,,,1587 RT-ZI Gnb3 Gaba_2
,,,,1588 RT-ZI Gnb3 Gaba_2
,,,,1589 RT-ZI Gnb3 Gaba_2
,,,,1590 RT-ZI Gnb3 Gaba_2
,,,,1591 RT-ZI Gnb3 Gaba_3
,,,,1592 RT-ZI Gnb3 Gaba_3
,,,,1593 RT-ZI Gnb3 Gaba_3
,,,,1594 RT-ZI Gnb3 Gaba_3
,,,,1595 RT-ZI Gnb3 Gaba_4
,,,,1596 RT-ZI Gnb3 Gaba_4
,,,,1597 RT-ZI Gnb3 Gaba_4
,,,,1598 RT-ZI Gnb3 Gaba_4
,,,,1599 RT-ZI Gnb3 Gaba_4
,,,,1600 RT-ZI Gnb3 Gaba_5
,,,,1601 RT-ZI Gnb3 Gaba_5
,,,,1602 RT-ZI Gnb3 Gaba_5
